MRR,HAZ
15.706662198910191,0.20317639609936688
0.001,-0.024114067273638767
5.312902916818873,0.09521661498614248
14.51213951862374,0.15696950144527047
15.20123180077929,0.1715787874676065
15.621013639917567,0.18915072269602373
14.321893750101815,0.15384649275376036
15.336180493837068,0.17650033393591594
13.70981620869306,0.1454815818498776
9.182396144980917,0.11164826527119345
14.78699351335544,0.16156758943833843
9.416293755114806,0.11283938741573915
7.480072000075302,0.10356098151714471
15.662564634387646,0.193360496997992
6.102620035886111,0.09808768746674046
6.8503063355993055,0.10149594169136161
6.225383940618257,0.09862288307285022
8.153251917928571,0.10681670161617923
14.830132614286239,0.16306439281265594
14.642830577181304,0.15890570220764777
15.591410890399617,0.18697993665557167
6.703049179971113,0.10035630554886832
15.550945388085482,0.1845661573061468
7.028051431565737,0.10168517283466216
12.019778139358989,0.12952233557612197
11.367719984071872,0.12468276813311424
10.25359423587007,0.11748611098011574
11.04128356352932,0.1225608253663854
8.304065519586668,0.10728200864591242
15.690947178660554,0.1974688886638411
11.920760085644973,0.12862186042242593
5.650231741256361,0.09642807600688258
6.579227856010175,0.09985755871295016
15.442221911966671,0.17963455352716676
8.437676416919281,0.10788101372841546
8.00501286088501,0.10588287197047408
13.524105929111652,0.14332334494791926
11.58957333395714,0.12620416054741188
9.522607671827883,0.11334961377740807
5.902365267235179,0.09725178116108343
12.671173731103627,0.1348178927692076
7.2418871749406035,0.10255411116376492
12.900719926502454,0.1369376882521812
15.390177639302701,0.17771719481543072
14.184134449407772,0.15182347718714936
9.739560622160692,0.11472885057099097
15.67089098724159,0.19451653052126638
9.660002810892282,0.11409638931054861
11.149674060703749,0.12307814432092032
5.844420757779849,0.09706896567899953
14.132248370612809,0.15087015417504002
8.834333541523046,0.10983995733008992
13.006220343825646,0.13800547185410042
15.164259831327556,0.17031780319178969
10.90284715134527,0.12145335986151945
10.428321608718415,0.11877013321657401
11.263088961679916,0.12384702806385611
13.080561044284826,0.1386568295320525
14.282360585551348,0.1532422225955696
14.945114852794124,0.1649884080535304
13.522056945249386,0.14330046805364383
13.366898457419135,0.14163223651185952
12.815245880327769,0.13616749115925533
14.606348204997806,0.15849307956796765
10.355368137370801,0.1180821141215525
7.171996773869526,0.1022727961446776
13.167253973378942,0.1397165107722506
10.100790996119295,0.11656594620559738
6.430517950525145,0.09927546764016137
8.673295797919783,0.10905741153585763
15.51279281765143,0.18256796734141958
10.55489379111543,0.11935288202989833
12.16224551328722,0.13054447698411245
10.681338329582402,0.12006545634353866
10.788058469152197,0.12073087230119744
15.701988859250536,0.19978783650112253
14.023506933703484,0.1496413471771008
15.706659489258305,0.20314715008001621
13.284559594207774,0.14079083384981492
12.734674939588173,0.13542960051491557
13.907798325696367,0.1479058220122993
12.392195390576452,0.13241748787350585
7.616753143135908,0.1041512138572904
12.520997626962016,0.13381346486752743
5.563437547048409,0.09610186316228161
13.904915772630334,0.14786931104077894
13.781765579764155,0.14664028536454624
15.10183125131021,0.1687554721166025
15.475525672307635,0.18148758510397855
11.788421659273617,0.12770472802700358
12.490815295379447,0.1334088837016683
9.051963460286908,0.11114580943925575
5.478577220837543,0.09575748149484875
14.02618696681116,0.1496776396930403
13.223524403745722,0.14024655266640937
15.053209650368604,0.16739991783011585
11.70258854195667,0.12710565369985538
7.9061038783694695,0.10544603631824831
9.868899251599792,0.1155983225583796
6.430518036958995,0.09927550570085558
